name,website,emails,Linkedin,Facebook,Instagram
Coteacheteur,https://www.coteacheteur.com/fr/chasseur-immobilier-PARIS.html?utm_source=googlemybusiness&utm_medium=googlemap&utm_campaign=paris,,,,
Proprietesparisiennes Sothebysrealty,https://www.proprietesparisiennes-sothebysrealty.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,,,,
Parisestateservices Fr,http://www.parisestateservices.fr/,,,,
Paris Seine Immobilier,http://www.paris-seine-immobilier.com/,,,,
Sixiemeavenue,https://www.sixiemeavenue.com/agences/paris4/,,,,
Patrimoine Immo,https://patrimoine-immo.com/,,,,
Fredelion,http://www.fredelion.com/,,,,
Laforet,https://www.laforet.com/agence-immobiliere/paris1?utm_source=google&utm_medium=mybusiness,,,,
Mon Expfrance Fr/Christophelejeune,https://mon.expfrance.fr/christophelejeune,"[""christophe.lejeune@expfrance.fr""]","[""https://www.linkedin.com/in/lejeunechristophe/\\"",""https://www.linkedin.com/in/lejeunechristophe/""]","[""https://www.facebook.com/christophe.lejeune.immobilier\\"",""https://www.facebook.com/christophe.lejeune.immobilier""]","[""https://www.instagram.com/christophe_lejeune_immobilier/\\"",""https://www.instagram.com/christophe_lejeune_immobilier/""]"
Laforet,https://www.laforet.com/agence-immobiliere/paris3-marais?utm_source=google&utm_medium=mybusiness,"[""contact@french-estate.fr""]","[""https://www.linkedin.com/company/french-estate/""]",,"[""https://www.instagram.com/_french_estate_/""]"
Laforet,https://www.laforet.com/agence-immobiliere/paris2?utm_source=google&utm_medium=mybusiness,,"[""https://www.linkedin.com/company/district-immobilier/""]","[""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-78m2-paris-16eme-2/&amp;t=Appartement+%26%238211%3B+78m%C2%B2+%26%238211%3B+Paris+16%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-93m2-paris-4eme-2/&amp;t=Appartement+%26%238211%3B+93m%C2%B2+%26%238211%3B+Paris+4%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-83m2-paris-4eme/&amp;t=Appartement+%26%238211%3B+83m%C2%B2+%26%238211%3B+Paris+4%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-138m2-paris-11eme/&amp;t=Appartement+%26%238211%3B+138m%C2%B2+%26%238211%3B+Paris+11%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-242m2-paris-8eme-2/&amp;t=Appartement+%26%238211%3B+242m%C2%B2+%26%238211%3B+Paris+8%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-46m2-paris-4eme-3/&amp;t=Appartement+%26%238211%3B+46m%C2%B2+%26%238211%3B+Paris+4%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-27m2-paris-15eme-2/&amp;t=Appartement+%26%238211%3B+27m%C2%B2+%26%238211%3B+Paris+15%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-92m2-paris-7eme/&amp;t=Appartement+%26%238211%3B+92m%C2%B2+%26%238211%3B+Paris+7%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-40m2-paris-5eme/&amp;t=Appartement+%26%238211%3B+40m%C2%B2+%26%238211%3B+Paris+5%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-85m2-paris-16eme-4/&amp;t=Appartement+%26%238211%3B+85m%C2%B2+%26%238211%3B+Paris+16%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-28m2-paris-17eme/&amp;t=Appartement+%26%238211%3B+28m%C2%B2+%26%238211%3B+Paris+17%C3%A8me"",""https://www.facebook.com/sharer.php?u=https://www.district-immo.com/biens/appartement-36m2-paris-4eme-3/&amp;t=Appartement+%26%238211%3B+36m%C2%B2+%26%238211%3B+Paris+4%C3%A8me"",""https://www.facebook.com/Districtimmo""]","[""https://www.instagram.com/district_immobilier/""]"
Laforet,https://www.laforet.com/agence-immobiliere/paris6?utm_source=google&utm_medium=mybusiness,"[""paul.aubourg@size-re.fr"",""matthieu.robert@size-re.fr"",""benjamin.bonfils@size-re.fr"",""edouard.feuillet@size-re.fr"",""nicolas.pilliard@size-re.fr"",""contact@size-re.fr""]","[""https://www.linkedin.com/in/paul-aubourg-932431140"",""https://www.linkedin.com/in/matthieu-robert-1665268b"",""https://www.linkedin.com/in/benjamin-bonfils-a64ba09a"",""https://www.linkedin.com/in/edouard-f-733095b9/"",""https://www.linkedin.com/in/nicolaspilliard/"",""https://www.linkedin.com/company/size-re/?originalSubdomain=fr""]",,
French Estate Fr,http://french-estate.fr/,"[""sammy@getremy.ai"",""support@getremy.ai""]",,"[""https://www.facebook.com/tr?id=782042448252448&amp;ev=PageView&amp;noscript=1"",""https://www.facebook.com/getremyai/""]","[""https://www.instagram.com/getremyai/""]"
District Immo,https://www.district-immo.com/?utm_source=gmb&utm_medium=annonces,,,"[""https://www.facebook.com/vingt.paris"",""https://www.facebook.com/VINGTParisProperty/""]","[""http://instagram.com/vingtparis/""]"
Size Re Fr,https://www.size-re.fr/,,,,
Nomadhomes Fr/Beta?Utm_Medium=Google_My_Business&Utm_Source=Marketing,https://www.nomadhomes.fr/beta?utm_medium=google_my_business&utm_source=marketing,,"[""https://www.linkedin.com/company/realty-de-tilly-new-york/""]","[""https://www.facebook.com/De-Tilly-Real-Estate-New-York-577563025962757/""]","[""https://www.instagram.com/detillyparis/""]"
Vingtparis,https://www.vingtparis.com/,"[""mail@parisattitude.com""]","[""https://www.linkedin.com/company/paris-attitude/mycompany/""]","[""https://www.facebook.com/ParisAttitudeFrance""]","[""https://www.instagram.com/paris_attitude/""]"
Parisluxeproperties Fr,http://www.parisluxeproperties.fr/,,"[""https://www.linkedin.com/company/propri%C3%A9t%C3%A9s-parisiennes-sotheby""]","[""https://www.facebook.com/proprietesparisiennessothebysir/""]","[""https://www.instagram.com/accounts/login/?next=/proprietesparisiennessir/""]"
Lamaisonimmo Fr,http://www.lamaisonimmo.fr/,,,"[""https://www.facebook.com/ParisOuestSothebysInternationalRealty/""]","[""https://www.instagram.com/parismaraissothebys/""]"
Agencerealestateimmo,http://www.agencerealestateimmo.com/,"[""contact@parisrental.fr""]","[""https://www.linkedin.com/company/de-circourt-associates""]","[""https://www.facebook.com/tr?id=920603354803789&ev=PageView&noscript=1"",""https://www.facebook.com/PARIS-RENTAL-245973965441946/""]","[""https://www.instagram.com/paris_rental""]"
Detillyparis,https://www.detillyparis.com/,"[""marais@junot.fr"",""rgpd@junot.fr""]","[""https://www.linkedin.com/company/maison-junot/""]","[""https://www.facebook.com/maisonJunot""]","[""https://www.instagram.com/maisonjunot/""]"
Parisattitude,https://www.parisattitude.com/,,,,
Engelvoelkers,https://www.engelvoelkers.com/fr/fr/shops/paris,"[""contact@engelvoelkers.com"",""paris.leads@engelvoelkers.com"",""belgium@engelvoelkers.com"",""schweiz@engelvoelkers.com"",""andorra.dpd@engelvoelkers.com"",""paris@engelvoelkers.com""]","[""http://www.linkedin.com/company/engel-&-volkers-paris"",""http://www.linkedin.com/company/engel-&amp;-volkers-paris"",""https://www.linkedin.com/company/engel-&amp;-volkers-paris/?viewAsMember=true"",""https://www.linkedin.com/company/engel-\\u0026-volkers-paris/?viewAsMember=true"",""http://www.linkedin.com/company/engel-\\u0026-volkers-paris""]","[""https://www.facebook.com/engelvoelkers.global"",""https://www.facebook.com/engelvolkersparis"",""https://www.facebook.com/engelvolkerscotedazur""]","[""https://www.instagram.com/engelvoelkers.global"",""http://www.instagram.com/engelvoelkers.france"",""https://www.instagram.com/engelvoelkers.france"",""https://www.instagram.com/engelvoelkers.france/"",""https://www.instagram.com/gg_magazine/?hl=en""]"
Agentsurmesure Fr/?Utm_Source=Gmb,https://www.agentsurmesure.fr/?utm_source=gmb,"[""contact@agentsurmesure.fr""]",,"[""https://www.facebook.com/Agentsurmesure/"",""https://www.facebook.com/tr?id=1294799914584369&ev=PageView&noscript=1&cd%5Bpage_title%5D=Accueil&cd%5Bpost_type%5D=page&cd%5Bpost_id%5D=10&cd%5Bplugin%5D=PixelYourSite&cd%5Buser_role%5D=guest&cd%5Bevent_url%5D=www.agentsurmesure.fr%2F""]","[""https://www.instagram.com/agentsurmesure.fr/""]"
Vie Immobiliere Fr,https://www.vie-immobiliere.fr/,,"[""https://www.linkedin.com/company/propri%C3%A9t%C3%A9s-parisiennes-sotheby""]","[""https://www.facebook.com/proprietesparisiennessothebysir/""]","[""https://www.instagram.com/accounts/login/?next=/proprietesparisiennessir/""]"
Proprietesparisiennes Sothebysrealty,https://www.proprietesparisiennes-sothebysrealty.com/fr/?utm_source=google&utm_medium=organic&utm_campaign=GMB,,"[""https://www.linkedin.com/company/hosman/""]","[""https://www.facebook.com/Hosman-359027117910225/""]","[""https://www.instagram.com/hosman.co/""]"
Hosman Co,https://www.hosman.co/,"[""contact@delachaiseimmo.fr""]",,,
Delachaiseimmobilier Fr,http://www.delachaiseimmobilier.fr/,"[""contact@parisbuyer.com""]",,,"[""https://www.instagram.com/parisperfectbuyers/""]"
Parisbuyer,https://www.parisbuyer.com/,,"[""https://www.linkedin.com/company/luxury-properties-the-french-luxury-real-estate-society/""]","[""https://www.facebook.com/MaisonLuxuryProperties/"",""https://www.facebook.com/MaisonLuxuryProperties""]","[""https://www.instagram.com/luxuryproperties_france/""]"
Vendome Estate,http://www.vendome-estate.com/,"[""benoit.foucher@expertimo.com""]",,,
Luxuryproperties Fr,https://luxuryproperties.fr/,"[""privateoffice@junot.fr"",""rgpd@junot.fr""]","[""https://www.linkedin.com/company/maison-junot/""]","[""https://www.facebook.com/maisonJunot""]","[""https://www.instagram.com/maisonjunot/""]"
Reseau Expertimo Fr/1857 Mandataire/1,https://www.reseau-expertimo.fr/1857-mandataire/1,,,"[""https://www.facebook.com/56ParisRealEstate/""]","[""https://www.instagram.com/56parisrealestate/""]"
Junot Fr/Fr/Agences/Junot Private Office 6 Eme Arrondissement Rue Tournon Paris?Utm_Source=Google&Utm_Medium=Organic&Utm_Campaign=Local&Utm_Content=Junot Private Office Rue Tournon Paris 6E,https://www.junot.fr/fr/agences/junot-private-office-6-eme-arrondissement-rue-tournon-paris?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=junot-private-office-rue-tournon-paris-6e,,,,
56Paris,https://www.56paris.com/,,"[""https://www.linkedin.com/company/realty-z/""]","[""https://www.facebook.com/agencerealtyz/""]","[""https://www.instagram.com/realtyz.paris/""]"
Engelvoelkers,https://www.engelvoelkers.com/fr/fr/shops/paris-le-marais,,,,
Realtyz Fr,http://www.realtyz.fr/,,"[""https://www.linkedin.com/showcase/mr-agency-real-estate/?viewasmember=true""]","[""https://www.facebook.com/mragencyrealestate""]","[""https://www.instagram.com/mragencyrealestate"",""https://www.instagram.com/mragencyrealestate/""]"
Haussmannprestige,http://www.haussmannprestige.com/,"[""contact@maelysimmobilier.com""]",,"[""https://www.facebook.com/maelysrealestate/""]",
Mragencyrealestate,https://www.mragencyrealestate.com/,"[""bonjour@fairwayluxuryrealestate.com""]","[""https://www.linkedin.com/company/fairway-luxury-real-estate/""]","[""https://www.facebook.com/people/Fairway-Luxury-Real-Estate/100043606017250/""]","[""https://www.instagram.com/fairwayluxuryrealestate/""]"
Maelysimmobilier,http://www.maelysimmobilier.com/,,"[""https://www.linkedin.com/in/davidprazowski/?originalSubdomain=fr""]","[""https://www.facebook.com/DavidPrazowski.ParisVendomeLuxury""]","[""https://www.instagram.com/davidprazowski/?hl=fr"",""https://www.instagram.com/davidprazowski/""]"
Engelvoelkers,https://www.engelvoelkers.com/fr/fr/shops/paris,,,,
Agentsurmesure Fr/?Utm_Source=Gmb,https://www.agentsurmesure.fr/?utm_source=gmb,,,,
Vie Immobiliere Fr,https://www.vie-immobiliere.fr/,,,"[""https://www.facebook.com/tr?id=1294799914584369&ev=PageView&noscript=1&cd%5Bpage_title%5D=Contact&cd%5Bpost_type%5D=page&cd%5Bpost_id%5D=967&cd%5Bplugin%5D=PixelYourSite&cd%5Buser_role%5D=guest&cd%5Bevent_url%5D=www.agentsurmesure.fr%2Fcontact%2F""]",
Proprietesparisiennes Sothebysrealty,https://www.proprietesparisiennes-sothebysrealty.com/fr/?utm_source=google&utm_medium=organic&utm_campaign=GMB,,,,
Hosman Co,https://www.hosman.co/,,,,
Delachaiseimmobilier Fr,http://www.delachaiseimmobilier.fr/,,,,
Parisbuyer,https://www.parisbuyer.com/,,,,
Vendome Estate,http://www.vendome-estate.com/,"[""contact@luxuryproperties.fr""]",,,
Luxuryproperties Fr,https://luxuryproperties.fr/,,,,
Reseau Expertimo Fr/1857 Mandataire/1,https://www.reseau-expertimo.fr/1857-mandataire/1,,,,
Junot Fr/Fr/Agences/Junot Private Office 6 Eme Arrondissement Rue Tournon Paris?Utm_Source=Google&Utm_Medium=Organic&Utm_Campaign=Local&Utm_Content=Junot Private Office Rue Tournon Paris 6E,https://www.junot.fr/fr/agences/junot-private-office-6-eme-arrondissement-rue-tournon-paris?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=junot-private-office-rue-tournon-paris-6e,,,,
56Paris,https://www.56paris.com/,,,,
Engelvoelkers,https://www.engelvoelkers.com/fr/fr/shops/paris-le-marais,,,,
Realtyz Fr,http://www.realtyz.fr/,,,,
Haussmannprestige,http://www.haussmannprestige.com/,"[""contact@mragencyrealestate.com""]",,,
Mragencyrealestate,https://www.mragencyrealestate.com/,,,,
Maelysimmobilier,http://www.maelysimmobilier.com/,,,,
Laforet,https://www.laforet.com/agence-immobiliere/paris10saintmartin?utm_source=google&utm_medium=mybusiness,"[""contact@yannrogue.com""]","[""https://www.linkedin.com/company/98681252/admin/feed/posts/""]","[""https://www.facebook.com/profile.php?id=61551125992818&locale=fr_FR""]","[""https://www.instagram.com/yannrogue_realty/""]"
A1Realestate Paris,https://www.a1realestate.paris/,"[""user@domain.com"",""sylvain@talvans.com""]","[""https://www.linkedin.com/company/talvans-international-real-estate""]","[""http://www.facebook.com/2008/fbml"",""https://www.facebook.com/realestatesylvaintalvan/""]","[""https://www.instagram.com/talvans_real_estate/""]"
Yannrogue,https://www.yannrogue.com/,"[""john@antoninisf.com""]","[""https://www.linkedin.com/in/antoninisf/""]",,"[""https://www.instagram.com/antoninisf/""]"
Metrorealty Fr,https://www.metrorealty.fr/,,"[""https://www.linkedin.com/in/justina-colunga-6b0201101/""]",,"[""https://www.instagram.com/sfdreamhomes""]"
Talvans,https://www.talvans.com/,,"[""https://www.linkedin.com/in/mingchi-huang-641469356/"",""https://www.linkedin.com/in/mingchi-huang-641469356/\\""]","[""https://www.facebook.com/p/Realtor-Huang-61575757748697/"",""https://www.facebook.com/p/Realtor-Huang-61575757748697/\\""]","[""https://www.instagram.com/realtorhuang/"",""https://www.instagram.com/realtorhuang/\\""]"
Antoninisf,http://www.antoninisf.com/contact/,"[""michaellee@zephyrsf.com""]",,"[""https://www.facebook.com/compass/""]","[""https://www.instagram.com/compass/""]"
Justinacolunga Co,http://justinacolunga.co/,"[""dan@danslaughtersf.com""]","[""https://www.linkedin.com/in/danslaughter1/""]","[""https://www.facebook.com/danslaughtersf""]","[""https://www.instagram.com/danslaughterrealestate/"",""https://www.instagram.com/p/CePYov0v1ey/"",""https://www.instagram.com/p/CeM2o6UvU4j/"",""https://www.instagram.com/p/CeJgTKLlzjP/"",""https://www.instagram.com/p/CeG4TecrGcE/"",""https://www.instagram.com/p/CeFTZvJFVWF/"",""https://www.instagram.com/p/CeC4qYwLs5B/"",""https://www.instagram.com/p/CeAG1aBpfoq/"",""https://www.instagram.com/p/Cd9l_DnrCDq/"",""https://www.instagram.com/p/Cd7E6LlOTcN/""]"
Mikeyrazabal,http://www.mikeyrazabal.com/,,"[""https://www.linkedin.com/in/jennifer-holderness-b26626158/""]",,"[""https://www.instagram.com/holdernesshomes/""]"
Baypropertygroup,http://www.baypropertygroup.com/,"[""mejiagroup@vanguardsf.com""]","[""https://www.linkedin.com/in/adelaidamejiasf/""]","[""https://www.facebook.com/houseOurHouseSF""]","[""https://www.instagram.com/adelaidamejiasf/""]"
Huangregroup,http://www.huangregroup.com/,"[""rhea@rentalsinc.com"",""jane@example.com""]",,,"[""https://instagram.com/dave_chesnosky"",""https://instagram.com/dave_chesnosky\\""]"
Mikeleerealestate,http://mikeleerealestate.com/,,"[""https://www.linkedin.com/in/joshua-lawrence-a435ab7/""]","[""https://www.facebook.com/Joshua-Lawrence-Real-Estate-827661437331930/""]",
Laforet,https://www.laforet.com/agence-immobiliere/paris10saintmartin?utm_source=google&utm_medium=mybusiness,,,,
A1Realestate Paris,https://www.a1realestate.paris/,"[""daniel@danielfoley.com"",""matt@healysf.com"",""%20matt@healysf.com"",""adam@adampickuscre.com"",""lena.kwang@compass.com""]","[""https://www.linkedin.com/in/john-antonini-5007513/"",""https://www.linkedin.com/in/danielfoley90/"",""https://www.linkedin.com/in/matthewhealy2""]",,
Yannrogue,https://www.yannrogue.com/,,,,
Metrorealty Fr,https://www.metrorealty.fr/,,,,
Talvans,https://www.talvans.com/,,,,
Antoninisf,http://www.antoninisf.com/contact/,,,,
Justinacolunga Co,http://justinacolunga.co/,,,,
Mikeyrazabal,http://www.mikeyrazabal.com/,,,,
Baypropertygroup,http://www.baypropertygroup.com/,,,,
Huangregroup,http://www.huangregroup.com/,,,,
Mikeleerealestate,http://mikeleerealestate.com/,,,,
Acrelandbuyers,https://acrelandbuyers.com/sell-my-land-fast-for-cash-san-francisco-california/,,,,
,https://www.compass.com/agents/marianne-schier/,,,,
Dereklangfield Exprealty,https://dereklangfield.exprealty.com/,,,,
Danslaughtersf,https://danslaughtersf.com/,,,,
,https://www.compass.com/agents/frans-ryssemus,,,,
Bornstein Law,http://www.bornstein.law/,"[""gabriella.fracchia@compass.com""]","[""https://www.linkedin.com/in/gabriella-fracchia-4535106/""]","[""https://www.facebook.com/GabriellaFracchia""]",
Gabriellafracchia,http://www.gabriellafracchia.com/,,"[""https://www.linkedin.com/in/ceily-landman-real-estate/""]","[""https://www.facebook.com/ceilyRE""]","[""https://www.instagram.com/ceily_sf_re/""]"
Garcia Diaz,https://www.garcia-diaz.com/,"[""support@agentfire.com""]",,"[""https://www.facebook.com/Core7RealEstate""]",
Ceily,https://www.ceily.com/,,"[""https://www.linkedin.com/in/alanmorcos""]","[""https://www.facebook.com/alanmorcosrealestate""]","[""https://www.instagram.com/alanmorcosrealestate/"",""https://www.instagram.com/alanmorcos""]"
